game_id,version,is_sona_autocredit,sona_experiment_id,sona_credit_token,sona_survey_code,round_index,player_id,bot_id,bot_strategy,bot_move_probabilities,round_begin_ts,player_move,player_rt,player_outcome,player_outcome_viewtime,player_points,player_total
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,1,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331547337,none,10000,loss,8464,-1,0
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,1,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331547337,paper,0,win,0,3,0
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,2,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331565848,scissors,1046,tie,768,0,-1
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,2,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331565848,scissors,0,tie,0,0,3
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,3,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331567698,paper,2250,win,1382,3,-1
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,3,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331567698,rock,0,loss,0,-1,3
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,4,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331571364,scissors,903,win,1367,3,2
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,4,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331571364,paper,0,loss,0,-1,2
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,5,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331573665,rock,801,win,1407,3,5
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,5,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331573665,scissors,0,loss,0,-1,1
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,6,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331575906,paper,896,win,1057,3,8
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,6,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331575906,rock,0,loss,0,-1,0
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,7,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331577891,scissors,832,win,1654,3,11
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,7,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331577891,paper,0,loss,0,-1,-1
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,8,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331580407,rock,1401,win,1252,3,14
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,8,bot,841194e4-cc2a-469c-9e94-30fab3caf036,prev_move_positive,"{'rock': {'rock': 0.04999999999999999, 'paper': 0.9, 'scissors': 0.04999999999999999}, 'paper': {'rock': 0.04999999999999999, 'paper': 0.04999999999999999, 'scissors': 0.9}, 'scissors': {'rock': 0.9, 'paper': 0.04999999999999999, 'scissors': 0.04999999999999999}}",1582331580407,scissors,0,loss,0,-1,-2
c1048822-d17f-4dfd-9fb2-4be0dede8372,2,1,1768,19421bc286424246b6b1e873e7a55a8e,1859,9,53b1b108-21bf-4d40-9080-2542246d3f09,,,,1582331583092,paper,943,win,1771,3,17
